complaint_id,complaint_text,category,sentiment_label,polarity_score,priority,source
C10892,Kindly update the current policy for the complaint channel for staff conduct Are walk ins accepted?,Faculty/Staff Behavior,neutral,-0.2,Low,synth
C10893,A big thanks that the polite caretaker team we really valued the support.,Hostel/Accommodation,positive,0.4,Low,synth
C10894,Really appreciate that the new e-book subscriptions- our sincere thanks.,Library,positive,0.8,Low,synth
C10895,"Kindly update the current policy for the wall repair plan If possible, share the office address as well.",Infrastructure,neutral,0.0,Low,synth
C10896,Could you clarify the process for the hygiene inspection details Are walk ins accepted?,Canteen/Food,neutral,0.0,Low,synth
C10897,Could you point me to the right authority for the notice board permission process?,General/Suggestion,neutral,0.0,Low,synth
C10898,Please guide me on the steps for library membership for part time students Are walk ins accepted?,Library,neutral,0.0,Low,synth
C10899,Impressed that the upgraded catalogue search and the effort shows.,Library,positive,0.4,Low,synth
C10900,Really appreciate that the supportive mentoring approach- the improvement is visible.,Faculty/Staff Behavior,positive,0.8,Low,synth
C10901,I would like to know the schedule for the e resource access policies Could you mail a copy of the policy?,Library,neutral,0.0,Medium,synth
C10902,Happy to report that the supportive mentoring approach- the improvement is visible.,Faculty/Staff Behavior,positive,0.8,Low,synth
C10903,Seeking clarification on the answer sheet viewing procedure Are walk ins accepted?,Examination,neutral,0.0,Low,synth
C10904,Seeking clarification on the price revision policy Are walk ins accepted?,Canteen/Food,neutral,0.0,Low,synth
C10905,"Is there any form for the reference book renewal limits If possible, share the office address as well.",Library,neutral,0.0,Medium,synth
C10906,Kindly confirm the required documents for the room transfer form?,Hostel/Accommodation,neutral,0.0,Medium,synth
C10907,It truly helps that the extended weekend hours- our sincere thanks.,Library,positive,0.4,Low,synth
C10908,Very pleased that the prompt replies of the faculty panel we really valued the support.,Faculty/Staff Behavior,positive,0.4,Low,synth
C10909,When does the window for the parking zone marking Could you mail a copy of the policy?,Infrastructure,neutral,0.0,Medium,synth
C10910,Very pleased that the revised study structure- thanks to the concerned team.,Academic,positive,0.8,Low,synth
C10911,Happy to report that the friendly complaints desk and the effort shows.,Hostel/Accommodation,positive,0.35,Low,synth
C10912,Happy to report that the approachable faculty mentors we really valued the support.,Academic,positive,0.4,Low,synth
C10913,"Could you clarify the process for the grievance escalation steps If possible, share the office address as well.",Faculty/Staff Behavior,neutral,0.0,Low,synth
C10914,Impressed that the updated orientation week and the turnaround was quick.,General/Suggestion,positive,0.4,Low,synth
C10915,When does the window for the grade recalculation timeline Could you mail a copy of the policy?,Examination,neutral,0.0,Medium,synth
C10916,It is a pleasure to see that the improved network speed- our sincere thanks.,IT/Technical,positive,0.8,Low,synth
C10917,Requesting information about the support ticket hours?,IT/Technical,neutral,0.0,Medium,synth
C10918,Requesting information about the e resource access policies Are walk ins accepted?,Library,neutral,0.0,Medium,synth
C10919,Refreshing to note that the on time result publication- the improvement is visible.,Examination,positive,0.4,Low,synth
C10920,Good to see that the redesigned notice boards- our sincere thanks.,General/Suggestion,positive,0.8,Low,synth
C10921,Satisfied that the improved network speed- our sincere thanks.,IT/Technical,positive,1.0,Low,synth
C10922,Grateful to finally see the helpful counselling hours- the improvement is visible.,Academic,positive,0.8,Low,synth
C10923,Grateful to finally see the pedestrian crossings and the turnaround was quick.,Infrastructure,positive,0.4,Low,synth
C10924,Please guide me on the steps for the e resource access policies Does it require prior appointment?,Library,neutral,0.0,Low,synth
C10925,Satisfied that the freshly painted zebra crossings- our sincere thanks.,Infrastructure,positive,0.8,Low,synth
C10926,Kindly update the current policy for the account activation steps Are walk ins accepted?,IT/Technical,neutral,0.0,Low,synth
C10927,Please share the relevant circular for the hygiene inspection details Could you mail a copy of the policy?,Canteen/Food,neutral,0.0,Low,synth
C10928,Could you explain how the guest speaker scheduling Are walk ins accepted?,General/Suggestion,neutral,0.0,Low,synth
C10929,Impressed that the responsive wifi setup team- the improvement is visible.,IT/Technical,positive,0.8,Low,synth
C10930,Could you clarify the process for the refund window for missed meals?,Canteen/Food,neutral,0.0,Medium,synth
C10931,Really appreciate that the clear evaluation criteria and the effort shows.,Examination,positive,0.4,Low,synth
C10932,A big thanks that the clear fee notices and the turnaround was quick.,Administrative,positive,0.4,Low,synth
C10933,Kindly confirm the required documents for the lift maintenance timetable Could you mail a copy of the policy?,Infrastructure,neutral,0.0,Low,synth
C10934,Kindly update the current policy for the fee refund timeline Does it require prior appointment?,Administrative,neutral,0.0,Medium,synth
C10935,May I know the current status of the academic calendar circulars Are walk ins accepted?,Academic,neutral,0.0,Low,synth
C10936,Delighted that the improved network speed and the effort shows.,IT/Technical,positive,0.8,Low,synth
C10937,"Could you explain how the room transfer form If possible, share the office address as well.",Hostel/Accommodation,neutral,0.0,Medium,synth
C10938,Refreshing to note that the responsive suggestions committee- the improvement is visible.,General/Suggestion,positive,0.4,Low,synth
C10939,Really appreciate that the hygienic ordering process- thanks to the concerned team.,Canteen/Food,positive,0.8,Low,synth
C10940,"Could you clarify the process for the service standard document If possible, share the office address as well.",Faculty/Staff Behavior,neutral,0.0,Low,synth
C10941,"Could you point me to the right authority for the answer sheet viewing procedure If possible, share the office address as well.",Examination,neutral,0.0,Low,synth
C10942,Really appreciate that the upgraded front helpdesk and the effort shows.,Administrative,positive,0.4,Low,synth
C10943,Very pleased that the renovated silent seating area and the effort shows.,Library,positive,0.4,Low,synth
C10944,Delighted that the quality control checks and the turnaround was quick.,Canteen/Food,positive,0.4,Low,synth
C10945,Great news that the swift certificate verification and the effort shows.,Administrative,positive,0.4,Low,synth
C10946,Really appreciate that the new signboards in every block- our sincere thanks.,Infrastructure,positive,0.8,Low,synth
C10947,When does the window for the wifi fault report form Could you mail a copy of the policy?,IT/Technical,neutral,0.0,Medium,synth
C10948,Impressed that the new walkway panels- our sincere thanks.,Infrastructure,positive,0.8,Low,synth
C10949,"Could you clarify the process for the revaluation deadline If possible, share the office address as well.",Examination,neutral,0.0,Medium,synth
C10950,When does the window for the event holiday calendar Could you mail a copy of the policy?,General/Suggestion,neutral,0.0,Medium,synth
C10951,Could you clarify the process for the maintenance refund window?,Hostel/Accommodation,neutral,0.0,Medium,synth
C10952,Is there any form for the portion size guidelines?,Canteen/Food,neutral,0.0,Medium,synth
C10953,Please share the relevant circular for the room allotment process Are walk ins accepted?,Hostel/Accommodation,neutral,0.0,Low,synth
C10954,It truly helps that the polite caretaker team and the effort shows.,Hostel/Accommodation,positive,0.35,Low,synth
C10955,Kindly update the current policy for the refund window for missed meals Could you mail a copy of the policy?,Canteen/Food,neutral,0.0,Medium,synth
C10956,"I am looking for the exact procedure for the club funding rules If possible, share the office address as well.",General/Suggestion,neutral,0.0,Low,synth
C10957,Great news that the new water purifier- the improvement is visible.,Hostel/Accommodation,positive,0.8,Low,synth
C10958,A big thanks that the faster lunch queues- the improvement is visible.,Canteen/Food,positive,0.8,Low,synth
C10959,Impressed that the responsive wifi setup team- thanks to the concerned team.,IT/Technical,positive,0.8,Low,synth
C10960,I would like to know the schedule for the transcript request period Are walk ins accepted?,Administrative,neutral,0.0,Medium,synth
C10961,Very pleased that the smooth book return counter and the turnaround was quick.,Library,positive,0.4,Low,synth
C10962,Satisfied that the welcoming office tone- thanks to the concerned team.,Faculty/Staff Behavior,positive,0.8,Low,synth
C10963,Commendable effort around the cleaned common rooms and the effort shows.,Hostel/Accommodation,positive,0.35,Low,synth
C10964,Really appreciate that the courteous support at the helpdesk and the turnaround was quick.,Faculty/Staff Behavior,positive,0.4,Low,synth
C10965,I am looking for the exact procedure for the data restore procedure?,IT/Technical,neutral,0.0,Low,synth
C10966,Is there any form for the result verification steps Does it require prior appointment?,Examination,neutral,0.0,Medium,synth
C10967,Really appreciate that the hygienic ordering process we really valued the support.,Canteen/Food,positive,0.4,Low,synth
C10968,Kindly update the current policy for the service standard document Are walk ins accepted?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C10969,Really appreciate that the approachable faculty mentors- thanks to the concerned team.,Academic,positive,0.8,Low,synth
C10970,I am looking for the exact procedure for the certificate authentication process Could you mail a copy of the policy?,Administrative,neutral,0.0,Low,synth
C10971,Could you explain how the credit transfer policy Are walk ins accepted?,Academic,neutral,0.0,Low,synth
C10972,Good to see that the responsive wifi setup team and the turnaround was quick.,IT/Technical,positive,0.4,Low,synth
C10973,Impressed that the courteous accounts staff- our sincere thanks.,Administrative,positive,0.8,Low,synth
C10974,Good to see that the courteous support at the helpdesk- the improvement is visible.,Faculty/Staff Behavior,positive,0.8,Low,synth
C10975,It is a pleasure to see that the new e-book subscriptions- our sincere thanks.,Library,positive,0.4,Low,synth
C10976,Refreshing to note that the upgraded front helpdesk- thanks to the concerned team.,Administrative,positive,0.4,Low,synth
C10977,"Please share the relevant circular for the licence approval process If possible, share the office address as well.",IT/Technical,neutral,0.0,Low,synth
C10978,"I am looking for the exact procedure for the data restore procedure If possible, share the office address as well.",IT/Technical,neutral,0.0,Low,synth
C10979,Good to see that the upgraded catalogue search and the effort shows.,Library,positive,0.4,Low,synth
C10980,Delighted that the courteous accounts staff we really valued the support.,Administrative,positive,0.4,Low,synth
C10981,A big thanks that the new water purifier- the improvement is visible.,Hostel/Accommodation,positive,0.8,Low,synth
C10982,Kindly confirm the required documents for the guest speaker scheduling Could you mail a copy of the policy?,General/Suggestion,neutral,0.0,Low,synth
C10983,"Could you point me to the right authority for the refund window for missed meals If possible, share the office address as well.",Canteen/Food,neutral,0.0,Medium,synth
C10984,Kindly confirm the required documents for the special meal order process?,Canteen/Food,neutral,0.0,Low,synth
C10985,Great news that the recorded lecture facility- thanks to the concerned team.,Academic,positive,0.8,Low,synth
C10986,May I know the current status of the complaint channel for staff conduct?,Faculty/Staff Behavior,neutral,-0.2,Low,synth
C10987,It is a pleasure to see that the renovated silent seating area and the effort shows.,Library,positive,0.35,Low,synth
C10988,Impressed that the renovated silent seating area- the improvement is visible.,Library,positive,0.8,Low,synth
C10989,Refreshing to note that the recorded lecture facility and the turnaround was quick.,Academic,positive,0.35,Low,synth
C10990,It truly helps that the prompt replies of the faculty panel and the effort shows.,Faculty/Staff Behavior,positive,0.35,Low,synth
C10991,Impressed that the improved lab manuals and the effort shows.,Academic,positive,0.8,Low,synth
C10992,Seeking clarification on the complaint channel for staff conduct Could you mail a copy of the policy?,Faculty/Staff Behavior,neutral,-0.2,Low,synth
C10993,"Kindly update the current policy for the transcript request period If possible, share the office address as well.",Administrative,neutral,0.0,Low,synth
C10994,Delighted that the friendly complaints desk and the turnaround was quick.,Hostel/Accommodation,positive,0.35,Low,synth
C10995,Delighted that the pedestrian crossings- the improvement is visible.,Infrastructure,positive,0.8,Low,synth
C10996,Really appreciate that the approachable faculty mentors we really valued the support.,Academic,positive,0.4,Low,synth
C10997,Very pleased that the recorded lecture facility- thanks to the concerned team.,Academic,positive,0.8,Low,synth
C10998,Delighted that the improved exam seating- our sincere thanks.,Examination,positive,1.0,Low,synth
C10999,Really appreciate that the new courtyard seating- thanks to the concerned team.,General/Suggestion,positive,0.8,Low,synth
C11000,A big thanks that the supportive mentoring approach- our sincere thanks.,Faculty/Staff Behavior,positive,0.4,Low,synth
C11001,Great news that the well maintained restrooms- our sincere thanks.,General/Suggestion,positive,0.8,Low,synth
C11002,Happy to report that the improved network speed and the effort shows.,IT/Technical,positive,0.8,Low,synth
C11003,Good to see that the upgraded common room lighting and the effort shows.,Hostel/Accommodation,positive,0.4,Low,synth
C11004,Refreshing to note that the helpful counselling hours- our sincere thanks.,Academic,positive,0.4,Low,synth
C11005,Could you point me to the right authority for the price revision policy Are walk ins accepted?,Canteen/Food,neutral,0.0,Low,synth
C11006,Really appreciate that the fair seating assistance- our sincere thanks.,Faculty/Staff Behavior,positive,0.8,Low,synth
C11007,When does the window for the weekly menu schedule Does it require prior appointment?,Canteen/Food,neutral,0.0,Medium,synth
C11008,Great news that the upgraded front helpdesk and the effort shows.,Administrative,positive,0.4,Low,synth
C11009,Great news that the friendly complaints desk- our sincere thanks.,Hostel/Accommodation,positive,0.4,Low,synth
C11010,Requesting information about the price revision policy Are walk ins accepted?,Canteen/Food,neutral,0.0,Medium,synth
C11011,Great news that the new signboards in every block- thanks to the concerned team.,Infrastructure,positive,0.8,Low,synth
C11012,Refreshing to note that the improved lab manuals- the improvement is visible.,Academic,positive,0.4,Low,synth
C11013,"Is there any form for the inter library loan procedure If possible, share the office address as well.",Library,neutral,0.0,Medium,synth
C11014,"When does the window for the academic calendar circulars If possible, share the office address as well.",Academic,neutral,0.0,Medium,synth
C11015,Could you point me to the right authority for the anonymous feedback process?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C11016,I would like to know the schedule for the weekly menu schedule Could you mail a copy of the policy?,Canteen/Food,neutral,0.0,Medium,synth
C11017,"Requesting information about the checkout formalities If possible, share the office address as well.",Hostel/Accommodation,neutral,0.0,Medium,synth
C11018,Refreshing to note that the renovated boundary walls- the improvement is visible.,Infrastructure,positive,0.4,Low,synth
C11019,May I know the current status of the reference book renewal limits?,Library,neutral,0.0,Low,synth
C11020,Commendable effort around the faster lunch queues and the effort shows.,Canteen/Food,positive,0.35,Low,synth
C11021,Commendable effort around the on time result publication and the effort shows.,Examination,positive,0.35,Low,synth
C11022,A big thanks that the clear evaluation criteria and the effort shows.,Examination,positive,0.4,Low,synth
C11023,Very pleased that the improved lab manuals and the effort shows.,Academic,positive,0.8,Low,synth
C11024,Delighted that the updated admit card service and the turnaround was quick.,Examination,positive,0.4,Low,synth
C11025,Seeking clarification on the lighting upgrade schedule?,Infrastructure,neutral,0.0,Medium,synth
C11026,Could you point me to the right authority for the VPN account request process Could you mail a copy of the policy?,IT/Technical,neutral,0.0,Low,synth
C11027,Commendable effort around the new e office service- thanks to the concerned team.,Administrative,positive,0.4,Low,synth
C11028,"Kindly confirm the required documents for the inter library loan procedure If possible, share the office address as well.",Library,neutral,0.0,Low,synth
C11029,Kindly confirm the required documents for the lighting upgrade schedule?,Infrastructure,neutral,0.0,Medium,synth
C11030,When does the window for the answer sheet viewing procedure Does it require prior appointment?,Examination,neutral,0.0,Medium,synth
C11031,It truly helps that the new water purifier we really valued the support.,Hostel/Accommodation,positive,0.35,Low,synth
C11032,Seeking clarification on the result verification steps Are walk ins accepted?,Examination,neutral,0.0,Low,synth
C11033,Please share the relevant circular for the road resurfacing timeline Are walk ins accepted?,Infrastructure,neutral,0.0,Medium,synth
C11034,When does the window for the curfew relaxation policy Does it require prior appointment?,Hostel/Accommodation,neutral,0.0,Medium,synth
C11035,Delighted that the fair seating assistance- the improvement is visible.,Faculty/Staff Behavior,positive,0.8,Low,synth
C11036,Requesting information about the weekly menu schedule Could you mail a copy of the policy?,Canteen/Food,neutral,0.0,Medium,synth
C11037,Commendable effort around the friendly complaints desk- our sincere thanks.,Hostel/Accommodation,positive,0.35,Low,synth
C11038,May I know the current status of the parking zone marking Are walk ins accepted?,Infrastructure,neutral,0.0,Low,synth
C11039,Requesting information about the wall repair plan Does it require prior appointment?,Infrastructure,neutral,0.0,Medium,synth
C11040,Good to see that the new e-book subscriptions- our sincere thanks.,Library,positive,0.8,Low,synth
C11041,It is a pleasure to see that the smoother login experience and the turnaround was quick.,IT/Technical,positive,0.35,Low,synth
C11042,Impressed that the new water purifier- the improvement is visible.,Hostel/Accommodation,positive,0.8,Low,synth
C11043,Very pleased that the new water purifier- thanks to the concerned team.,Hostel/Accommodation,positive,0.8,Low,synth
C11044,I would like to know the schedule for the grievance register location Does it require prior appointment?,Library,neutral,0.0,Medium,synth
C11045,May I know the current status of the staff guidelines Could you mail a copy of the policy?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C11046,It is a pleasure to see that the covered drainage channels we really valued the support.,Infrastructure,positive,0.35,Low,synth
C11047,Grateful to finally see the recorded lecture facility- the improvement is visible.,Academic,positive,0.8,Low,synth
C11048,It is a pleasure to see that the upgraded catalogue search and the effort shows.,Library,positive,0.35,Low,synth
C11049,Happy to report that the transparent grading policy- our sincere thanks.,Academic,positive,0.8,Low,synth
C11050,Please share the relevant circular for the e resource access policies Are walk ins accepted?,Library,neutral,0.0,Low,synth
C11051,Could you clarify the process for the refund window for missed meals Are walk ins accepted?,Canteen/Food,neutral,0.0,Medium,synth
C11052,Kindly confirm the required documents for the notice board permission process Are walk ins accepted?,General/Suggestion,neutral,0.0,Low,synth
C11053,"Kindly confirm the required documents for the campus cleanup schedule If possible, share the office address as well.",General/Suggestion,neutral,0.0,Medium,synth
C11054,Could you explain how the verification letter format Are walk ins accepted?,Administrative,neutral,0.0,Medium,synth
C11055,Good to see that the hygienic ordering process- thanks to the concerned team.,Canteen/Food,positive,0.8,Low,synth
C11056,"Is there any form for the fee refund timeline If possible, share the office address as well.",Administrative,neutral,0.0,Medium,synth
C11057,Really appreciate that the faster lunch queues we really valued the support.,Canteen/Food,positive,0.4,Low,synth
C11058,Could you explain how the notice board permission process Does it require prior appointment?,General/Suggestion,neutral,0.0,Low,synth
C11059,I would like to know the schedule for the certificate request process?,Academic,neutral,0.0,Medium,synth
C11060,May I know the current status of the grade recalculation timeline Does it require prior appointment?,Examination,neutral,0.0,Medium,synth
C11061,Very pleased that the approachable faculty mentors- thanks to the concerned team.,Academic,positive,0.8,Low,synth
C11062,Refreshing to note that the updated orientation week- our sincere thanks.,General/Suggestion,positive,0.4,Low,synth
C11063,Happy to report that the faster lunch queues- the improvement is visible.,Canteen/Food,positive,0.8,Low,synth
C11064,I am looking for the exact procedure for the lift maintenance timetable Does it require prior appointment?,Infrastructure,neutral,0.0,Low,synth
C11065,Refreshing to note that the welcoming office tone- our sincere thanks.,Faculty/Staff Behavior,positive,0.4,Low,synth
C11066,Please share the relevant circular for the licence approval process Could you mail a copy of the policy?,IT/Technical,neutral,0.0,Low,synth
C11067,Grateful to finally see the recorded lecture facility we really valued the support.,Academic,positive,0.4,Low,synth
C11068,Kindly update the current policy for the academic calendar circulars?,Academic,neutral,0.0,Low,synth
C11069,Refreshing to note that the smooth result portal experience- thanks to the concerned team.,Examination,positive,0.4,Low,synth
C11070,Requesting information about the licence approval process Are walk ins accepted?,IT/Technical,neutral,0.0,Medium,synth
C11071,It truly helps that the supportive mentoring approach we really valued the support.,Faculty/Staff Behavior,positive,0.35,Low,synth
C11072,Requesting information about the staff guidelines Does it require prior appointment?,Faculty/Staff Behavior,neutral,0.0,Medium,synth
C11073,"Is there any form for library membership for part time students If possible, share the office address as well.",Library,neutral,0.0,Medium,synth
C11074,Please share the relevant circular for the complaint channel for staff conduct Could you mail a copy of the policy?,Faculty/Staff Behavior,neutral,-0.2,Low,synth
C11075,Could you point me to the right authority for the event holiday calendar?,General/Suggestion,neutral,0.0,Low,synth
C11076,"Seeking clarification on the photocopying policy If possible, share the office address as well.",Library,neutral,0.0,Low,synth
C11077,A big thanks that the smooth result portal experience and the turnaround was quick.,Examination,positive,0.4,Low,synth
C11078,"I would like to know the schedule for the marks correction window If possible, share the office address as well.",Examination,neutral,0.0,Medium,synth
C11079,When does the window for the parking zone marking Are walk ins accepted?,Infrastructure,neutral,0.0,Medium,synth
C11080,Really appreciate that the transparent grading policy and the turnaround was quick.,Academic,positive,0.4,Low,synth
C11081,Very pleased that the cleaned common rooms- thanks to the concerned team.,Hostel/Accommodation,positive,0.8,Low,synth
C11082,Good to see that the helpful digital portal we really valued the support.,IT/Technical,positive,0.4,Low,synth
C11083,Refreshing to note that the renovated boundary walls- our sincere thanks.,Infrastructure,positive,0.4,Low,synth
C11084,Commendable effort around the responsive wifi setup team and the effort shows.,IT/Technical,positive,0.35,Low,synth
C11085,It truly helps that the fair seating assistance and the effort shows.,Faculty/Staff Behavior,positive,0.35,Low,synth
C11086,Grateful to finally see the updated orientation week and the turnaround was quick.,General/Suggestion,positive,0.4,Low,synth
C11087,Kindly confirm the required documents for the photocopying policy Are walk ins accepted?,Library,neutral,0.0,Low,synth
C11088,Impressed that the stable fixed price list- the improvement is visible.,Canteen/Food,positive,1.0,Low,synth
C11089,Really appreciate that the clear evaluation criteria- our sincere thanks.,Examination,positive,0.8,Low,synth
C11090,I would like to know the schedule for the verification letter format Could you mail a copy of the policy?,Administrative,neutral,0.0,Medium,synth
C11091,Could you clarify the process for the road resurfacing timeline Does it require prior appointment?,Infrastructure,neutral,0.0,Medium,synth
C11092,Really appreciate that the cleaner serving counters- the improvement is visible.,Canteen/Food,positive,0.8,Low,synth
C11093,"May I know the current status of the grade recalculation timeline If possible, share the office address as well.",Examination,neutral,0.0,Medium,synth
C11094,May I know the current status of the refund window for missed meals Does it require prior appointment?,Canteen/Food,neutral,0.0,Medium,synth
C11095,Seeking clarification on the notice board permission process?,General/Suggestion,neutral,0.0,Low,synth
C11096,Satisfied that the faster lunch queues- thanks to the concerned team.,Canteen/Food,positive,0.8,Low,synth
C11097,Great news that the updated orientation week- thanks to the concerned team.,General/Suggestion,positive,0.8,Low,synth
C11098,Please guide me on the steps for the club funding rules Are walk ins accepted?,General/Suggestion,neutral,0.0,Low,synth
C11099,Really appreciate that the helpful circulation staff- the improvement is visible.,Library,positive,0.8,Low,synth
C11100,Satisfied that the upgraded catalogue search and the effort shows.,Library,positive,0.4,Low,synth
C11101,A big thanks that the cleaned common rooms- our sincere thanks.,Hostel/Accommodation,positive,0.4,Low,synth
C11102,Could you explain how the lighting upgrade schedule?,Infrastructure,neutral,0.0,Medium,synth
C11103,Grateful to finally see the hygienic ordering process and the effort shows.,Canteen/Food,positive,0.4,Low,synth
C11104,Kindly update the current policy for the answer sheet viewing procedure?,Examination,neutral,0.0,Low,synth
C11105,Please share the relevant circular for the grievance escalation steps Could you mail a copy of the policy?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C11106,Delighted that the new walkway panels and the turnaround was quick.,Infrastructure,positive,0.4,Low,synth
C11107,Delighted that the prompt replies of the faculty panel and the turnaround was quick.,Faculty/Staff Behavior,positive,0.4,Low,synth
C11108,"When does the window for the campus cleanup schedule If possible, share the office address as well.",General/Suggestion,neutral,0.0,Medium,synth
C11109,Good to see that the fair seating assistance- our sincere thanks.,Faculty/Staff Behavior,positive,0.8,Low,synth
C11110,"Could you point me to the right authority for the price revision policy If possible, share the office address as well.",Canteen/Food,neutral,0.0,Low,synth
C11111,May I know the current status of the drainage cleaning plan Does it require prior appointment?,Infrastructure,neutral,0.0,Low,synth
C11112,"Kindly confirm the required documents for the branch change form If possible, share the office address as well.",Academic,neutral,0.0,Medium,synth
C11113,When does the window for the checkout formalities?,Hostel/Accommodation,neutral,0.0,Medium,synth
C11114,Really appreciate that the fair seating assistance we really valued the support.,Faculty/Staff Behavior,positive,0.4,Low,synth
C11115,I would like to know the schedule for library membership for part time students?,Library,neutral,0.0,Medium,synth
C11116,Happy to report that the clear fee notices- our sincere thanks.,Administrative,positive,0.8,Low,synth
C11117,Very pleased that the upgraded catalogue search and the effort shows.,Library,positive,0.4,Low,synth
C11118,Happy to report that the updated orientation week- our sincere thanks.,General/Suggestion,positive,0.8,Low,synth
C11119,"Could you point me to the right authority for the elective selection procedure If possible, share the office address as well.",Academic,neutral,0.0,Low,synth
C11120,Requesting information about the result verification steps Are walk ins accepted?,Examination,neutral,0.0,Medium,synth
C11121,It is a pleasure to see that the improved monthly menu we really valued the support.,Canteen/Food,positive,0.4,Low,synth
C11122,Satisfied that the faster lunch queues and the turnaround was quick.,Canteen/Food,positive,0.4,Low,synth
C11123,Is there any form for the credit transfer policy Could you mail a copy of the policy?,Academic,neutral,0.0,Medium,synth
C11124,Great news that the fair seating assistance and the effort shows.,Faculty/Staff Behavior,positive,0.4,Low,synth
C11125,Requesting information about the service standard document Does it require prior appointment?,Faculty/Staff Behavior,neutral,0.0,Medium,synth
C11126,A big thanks that the clear fee notices we really valued the support.,Administrative,positive,0.4,Low,synth
C11127,Please guide me on the steps for the curfew relaxation policy Could you mail a copy of the policy?,Hostel/Accommodation,neutral,0.0,Low,synth
C11128,Grateful to finally see the new water purifier we really valued the support.,Hostel/Accommodation,positive,0.4,Low,synth
C11129,Please share the relevant circular for the transcript request period Could you mail a copy of the policy?,Administrative,neutral,0.0,Low,synth
C11130,Could you explain how the drainage cleaning plan Could you mail a copy of the policy?,Infrastructure,neutral,0.0,Low,synth
C11131,It is a pleasure to see that the supportive mentoring approach we really valued the support.,Faculty/Staff Behavior,positive,0.35,Low,synth
C11132,Delighted that the transparent re-evaluation process- thanks to the concerned team.,Examination,positive,0.8,Low,synth
C11133,I would like to know the schedule for the wifi fault report form?,IT/Technical,neutral,0.0,Medium,synth
C11134,Grateful to finally see the new signboards in every block- the improvement is visible.,Infrastructure,positive,0.8,Low,synth
C11135,Commendable effort around the updated orientation week we really valued the support.,General/Suggestion,positive,0.35,Low,synth
C11136,It is a pleasure to see that the redesigned notice boards and the effort shows.,General/Suggestion,positive,0.35,Low,synth
C11137,Kindly update the current policy for the attendance reversal window Could you mail a copy of the policy?,Academic,neutral,0.0,Medium,synth
C11138,Is there any form for the fest stall allocation Does it require prior appointment?,General/Suggestion,neutral,0.0,Medium,synth
C11139,Happy to report that the responsive wifi setup team and the turnaround was quick.,IT/Technical,positive,0.4,Low,synth
C11140,Satisfied that the cleaner serving counters- our sincere thanks.,Canteen/Food,positive,0.8,Low,synth
C11141,It is a pleasure to see that the pedestrian crossings- the improvement is visible.,Infrastructure,positive,0.4,Low,synth
C11142,Good to see that the upgraded common room lighting- thanks to the concerned team.,Hostel/Accommodation,positive,0.8,Low,synth
C11143,"Is there any form for the photocopying policy If possible, share the office address as well.",Library,neutral,0.0,Medium,synth
C11144,Please share the relevant circular for the checkout formalities Are walk ins accepted?,Hostel/Accommodation,neutral,0.0,Medium,synth
C11145,Happy to report that the new e-book subscriptions and the turnaround was quick.,Library,positive,0.4,Low,synth
C11146,Satisfied that the transparent grading policy- thanks to the concerned team.,Academic,positive,0.8,Low,synth
C11147,Refreshing to note that the welcoming office tone- the improvement is visible.,Faculty/Staff Behavior,positive,0.4,Low,synth
C11148,Great news that the welcoming office tone- the improvement is visible.,Faculty/Staff Behavior,positive,0.8,Low,synth
C11149,Impressed that the helpful digital portal- our sincere thanks.,IT/Technical,positive,0.8,Low,synth
C11150,Delighted that the prompt replies of the faculty panel- our sincere thanks.,Faculty/Staff Behavior,positive,0.8,Low,synth
C11151,Good to see that the stable fixed price list we really valued the support.,Canteen/Food,positive,0.8,Low,synth
C11152,When does the window for the wifi fault report form Are walk ins accepted?,IT/Technical,neutral,0.0,Medium,synth
C11153,Very pleased that the renovated boundary walls- our sincere thanks.,Infrastructure,positive,0.8,Low,synth
C11154,Very pleased that the helpful circulation staff- thanks to the concerned team.,Library,positive,0.8,Low,synth
C11155,Please share the relevant circular for the anonymous feedback process Could you mail a copy of the policy?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C11156,Refreshing to note that the updated lab computers- the improvement is visible.,IT/Technical,positive,0.4,Low,synth
C11157,"Please guide me on the steps for the transcript request period If possible, share the office address as well.",Administrative,neutral,0.0,Low,synth
C11158,Requesting information about the profile update form Could you mail a copy of the policy?,Administrative,neutral,0.0,Medium,synth
C11159,"I would like to know the schedule for the support ticket hours If possible, share the office address as well.",IT/Technical,neutral,0.0,Medium,synth
C11160,Very pleased that the courteous accounts staff we really valued the support.,Administrative,positive,0.4,Low,synth
C11161,Could you clarify the process for the account activation steps?,IT/Technical,neutral,0.0,Low,synth
C11162,A big thanks that the updated admit card service- thanks to the concerned team.,Examination,positive,0.4,Low,synth
C11163,Could you explain how the staff guidelines Could you mail a copy of the policy?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C11164,"Please share the relevant circular for the room transfer form If possible, share the office address as well.",Hostel/Accommodation,neutral,0.0,Medium,synth
C11165,I am looking for the exact procedure for the maintenance refund window Are walk ins accepted?,Hostel/Accommodation,neutral,0.0,Medium,synth
C11166,Refreshing to note that the recorded lecture facility we really valued the support.,Academic,positive,0.35,Low,synth
